,week,home_guid,home_score,away_guid,away_score,winner_guid,loser_guid,playoff
0,1,QOSB6TNJH6AZSUXHZXGSCF6KGY,0.4444444444444444,NIHSTHKSFAGS6M5GEP36QG4T64,0.5555555555555556,NIHSTHKSFAGS6M5GEP36QG4T64,QOSB6TNJH6AZSUXHZXGSCF6KGY,False
1,1,YWVPE4432SD4KI54TYIBYSUY4E,0.3333333333333333,VWB4LBHYWJRAQ2E66SHEWFTCRI,0.6666666666666666,VWB4LBHYWJRAQ2E66SHEWFTCRI,YWVPE4432SD4KI54TYIBYSUY4E,False
2,1,PMEMCDE2SSHJ5YKGBVJZ4PI62E,0.7777777777777778,NVAFN332AJMUVGCGC3CVBDWNQQ,0.2222222222222222,PMEMCDE2SSHJ5YKGBVJZ4PI62E,NVAFN332AJMUVGCGC3CVBDWNQQ,False
3,1,VFTMFPVMSCHKRTIILW7BM5UIGA,0.4444444444444444,NZ2X6OUUEORPJ3ZFHCL4EBEU6J,0.5555555555555556,NZ2X6OUUEORPJ3ZFHCL4EBEU6J,VFTMFPVMSCHKRTIILW7BM5UIGA,False
4,1,5RADOHUTBULBXBWUKY4J275JZE,0.7777777777777778,CCYS62GDCHMWDZZZQDTB35DTRE,0.2222222222222222,5RADOHUTBULBXBWUKY4J275JZE,CCYS62GDCHMWDZZZQDTB35DTRE,False
5,1,VOKZZSOK4ZQXCRZS4X3C6A2UKM,0.5555555555555556,LNRT67BZLFW4H3EUP2TDHOG74M,0.4444444444444444,VOKZZSOK4ZQXCRZS4X3C6A2UKM,LNRT67BZLFW4H3EUP2TDHOG74M,False
6,2,QOSB6TNJH6AZSUXHZXGSCF6KGY,0.3333333333333333,YWVPE4432SD4KI54TYIBYSUY4E,0.6666666666666666,YWVPE4432SD4KI54TYIBYSUY4E,QOSB6TNJH6AZSUXHZXGSCF6KGY,False
7,2,PMEMCDE2SSHJ5YKGBVJZ4PI62E,0.4444444444444444,VWB4LBHYWJRAQ2E66SHEWFTCRI,0.5555555555555556,VWB4LBHYWJRAQ2E66SHEWFTCRI,PMEMCDE2SSHJ5YKGBVJZ4PI62E,False
8,2,VFTMFPVMSCHKRTIILW7BM5UIGA,0.3333333333333333,VOKZZSOK4ZQXCRZS4X3C6A2UKM,0.6666666666666666,VOKZZSOK4ZQXCRZS4X3C6A2UKM,VFTMFPVMSCHKRTIILW7BM5UIGA,False
9,2,NVAFN332AJMUVGCGC3CVBDWNQQ,0.2222222222222222,NIHSTHKSFAGS6M5GEP36QG4T64,0.7777777777777778,NIHSTHKSFAGS6M5GEP36QG4T64,NVAFN332AJMUVGCGC3CVBDWNQQ,False
10,2,5RADOHUTBULBXBWUKY4J275JZE,0.3888888888888889,LNRT67BZLFW4H3EUP2TDHOG74M,0.6111111111111112,LNRT67BZLFW4H3EUP2TDHOG74M,5RADOHUTBULBXBWUKY4J275JZE,False
11,2,NZ2X6OUUEORPJ3ZFHCL4EBEU6J,0.6111111111111112,CCYS62GDCHMWDZZZQDTB35DTRE,0.3888888888888889,NZ2X6OUUEORPJ3ZFHCL4EBEU6J,CCYS62GDCHMWDZZZQDTB35DTRE,False
12,3,QOSB6TNJH6AZSUXHZXGSCF6KGY,0.6666666666666666,NVAFN332AJMUVGCGC3CVBDWNQQ,0.3333333333333333,QOSB6TNJH6AZSUXHZXGSCF6KGY,NVAFN332AJMUVGCGC3CVBDWNQQ,False
13,3,YWVPE4432SD4KI54TYIBYSUY4E,0.2222222222222222,PMEMCDE2SSHJ5YKGBVJZ4PI62E,0.7777777777777778,PMEMCDE2SSHJ5YKGBVJZ4PI62E,YWVPE4432SD4KI54TYIBYSUY4E,False
14,3,VFTMFPVMSCHKRTIILW7BM5UIGA,0.6666666666666666,CCYS62GDCHMWDZZZQDTB35DTRE,0.3333333333333333,VFTMFPVMSCHKRTIILW7BM5UIGA,CCYS62GDCHMWDZZZQDTB35DTRE,False
15,3,5RADOHUTBULBXBWUKY4J275JZE,0.4444444444444444,VOKZZSOK4ZQXCRZS4X3C6A2UKM,0.5555555555555556,VOKZZSOK4ZQXCRZS4X3C6A2UKM,5RADOHUTBULBXBWUKY4J275JZE,False
16,3,VWB4LBHYWJRAQ2E66SHEWFTCRI,0.4444444444444444,NIHSTHKSFAGS6M5GEP36QG4T64,0.5555555555555556,NIHSTHKSFAGS6M5GEP36QG4T64,VWB4LBHYWJRAQ2E66SHEWFTCRI,False
17,3,LNRT67BZLFW4H3EUP2TDHOG74M,0.3888888888888889,NZ2X6OUUEORPJ3ZFHCL4EBEU6J,0.6111111111111112,NZ2X6OUUEORPJ3ZFHCL4EBEU6J,LNRT67BZLFW4H3EUP2TDHOG74M,False
18,4,QOSB6TNJH6AZSUXHZXGSCF6KGY,0.7777777777777778,PMEMCDE2SSHJ5YKGBVJZ4PI62E,0.2222222222222222,QOSB6TNJH6AZSUXHZXGSCF6KGY,PMEMCDE2SSHJ5YKGBVJZ4PI62E,False
19,4,YWVPE4432SD4KI54TYIBYSUY4E,0.6666666666666666,NIHSTHKSFAGS6M5GEP36QG4T64,0.3333333333333333,YWVPE4432SD4KI54TYIBYSUY4E,NIHSTHKSFAGS6M5GEP36QG4T64,False
20,4,VFTMFPVMSCHKRTIILW7BM5UIGA,0.3333333333333333,LNRT67BZLFW4H3EUP2TDHOG74M,0.6666666666666666,LNRT67BZLFW4H3EUP2TDHOG74M,VFTMFPVMSCHKRTIILW7BM5UIGA,False
21,4,NVAFN332AJMUVGCGC3CVBDWNQQ,0.1111111111111111,VWB4LBHYWJRAQ2E66SHEWFTCRI,0.8888888888888888,VWB4LBHYWJRAQ2E66SHEWFTCRI,NVAFN332AJMUVGCGC3CVBDWNQQ,False
