,week,home_guid,home_score,away_guid,away_score,winner_guid,loser_guid,playoff
0,1,QOSB6TNJH6AZSUXHZXGSCF6KGY,0.2222222222222222,SZTYHNWXEJSWLLFCUGMIRQJSJM,0.7777777777777778,SZTYHNWXEJSWLLFCUGMIRQJSJM,QOSB6TNJH6AZSUXHZXGSCF6KGY,False
1,1,BNYD3F2FQK3NFXVMAJW4RPJKOA,0.4444444444444444,YWVPE4432SD4KI54TYIBYSUY4E,0.5555555555555556,YWVPE4432SD4KI54TYIBYSUY4E,BNYD3F2FQK3NFXVMAJW4RPJKOA,False
2,1,VFTMFPVMSCHKRTIILW7BM5UIGA,0.3888888888888889,LNRT67BZLFW4H3EUP2TDHOG74M,0.6111111111111112,LNRT67BZLFW4H3EUP2TDHOG74M,VFTMFPVMSCHKRTIILW7BM5UIGA,False
3,1,VOKZZSOK4ZQXCRZS4X3C6A2UKM,0.4444444444444444,NIHSTHKSFAGS6M5GEP36QG4T64,0.5555555555555556,NIHSTHKSFAGS6M5GEP36QG4T64,VOKZZSOK4ZQXCRZS4X3C6A2UKM,False
4,1,VWB4LBHYWJRAQ2E66SHEWFTCRI,0.4444444444444444,NVAFN332AJMUVGCGC3CVBDWNQQ,0.5555555555555556,NVAFN332AJMUVGCGC3CVBDWNQQ,VWB4LBHYWJRAQ2E66SHEWFTCRI,False
5,2,QOSB6TNJH6AZSUXHZXGSCF6KGY,0.3333333333333333,VOKZZSOK4ZQXCRZS4X3C6A2UKM,0.6666666666666666,VOKZZSOK4ZQXCRZS4X3C6A2UKM,QOSB6TNJH6AZSUXHZXGSCF6KGY,False
6,2,BNYD3F2FQK3NFXVMAJW4RPJKOA,0.3888888888888889,VWB4LBHYWJRAQ2E66SHEWFTCRI,0.6111111111111112,VWB4LBHYWJRAQ2E66SHEWFTCRI,BNYD3F2FQK3NFXVMAJW4RPJKOA,False
7,2,SZTYHNWXEJSWLLFCUGMIRQJSJM,0.6666666666666666,YWVPE4432SD4KI54TYIBYSUY4E,0.3333333333333333,SZTYHNWXEJSWLLFCUGMIRQJSJM,YWVPE4432SD4KI54TYIBYSUY4E,False
8,2,VFTMFPVMSCHKRTIILW7BM5UIGA,0.8333333333333334,NIHSTHKSFAGS6M5GEP36QG4T64,0.16666666666666666,VFTMFPVMSCHKRTIILW7BM5UIGA,NIHSTHKSFAGS6M5GEP36QG4T64,False
9,2,LNRT67BZLFW4H3EUP2TDHOG74M,0.5555555555555556,NVAFN332AJMUVGCGC3CVBDWNQQ,0.4444444444444444,LNRT67BZLFW4H3EUP2TDHOG74M,NVAFN332AJMUVGCGC3CVBDWNQQ,False
10,3,QOSB6TNJH6AZSUXHZXGSCF6KGY,0.5555555555555556,NVAFN332AJMUVGCGC3CVBDWNQQ,0.4444444444444444,QOSB6TNJH6AZSUXHZXGSCF6KGY,NVAFN332AJMUVGCGC3CVBDWNQQ,False
11,3,BNYD3F2FQK3NFXVMAJW4RPJKOA,0.2222222222222222,VFTMFPVMSCHKRTIILW7BM5UIGA,0.7777777777777778,VFTMFPVMSCHKRTIILW7BM5UIGA,BNYD3F2FQK3NFXVMAJW4RPJKOA,False
12,3,SZTYHNWXEJSWLLFCUGMIRQJSJM,0.5555555555555556,VOKZZSOK4ZQXCRZS4X3C6A2UKM,0.4444444444444444,SZTYHNWXEJSWLLFCUGMIRQJSJM,VOKZZSOK4ZQXCRZS4X3C6A2UKM,False
13,3,LNRT67BZLFW4H3EUP2TDHOG74M,0.7777777777777778,VWB4LBHYWJRAQ2E66SHEWFTCRI,0.2222222222222222,LNRT67BZLFW4H3EUP2TDHOG74M,VWB4LBHYWJRAQ2E66SHEWFTCRI,False
14,3,NIHSTHKSFAGS6M5GEP36QG4T64,0.6666666666666666,YWVPE4432SD4KI54TYIBYSUY4E,0.3333333333333333,NIHSTHKSFAGS6M5GEP36QG4T64,YWVPE4432SD4KI54TYIBYSUY4E,False
15,4,QOSB6TNJH6AZSUXHZXGSCF6KGY,0.1111111111111111,YWVPE4432SD4KI54TYIBYSUY4E,0.8888888888888888,YWVPE4432SD4KI54TYIBYSUY4E,QOSB6TNJH6AZSUXHZXGSCF6KGY,False
16,4,BNYD3F2FQK3NFXVMAJW4RPJKOA,0.3333333333333333,LNRT67BZLFW4H3EUP2TDHOG74M,0.6666666666666666,LNRT67BZLFW4H3EUP2TDHOG74M,BNYD3F2FQK3NFXVMAJW4RPJKOA,False
17,4,SZTYHNWXEJSWLLFCUGMIRQJSJM,0.7777777777777778,VWB4LBHYWJRAQ2E66SHEWFTCRI,0.2222222222222222,SZTYHNWXEJSWLLFCUGMIRQJSJM,VWB4LBHYWJRAQ2E66SHEWFTCRI,False
18,4,VFTMFPVMSCHKRTIILW7BM5UIGA,0.5555555555555556,VOKZZSOK4ZQXCRZS4X3C6A2UKM,0.4444444444444444,VFTMFPVMSCHKRTIILW7BM5UIGA,VOKZZSOK4ZQXCRZS4X3C6A2UKM,False
19,4,NIHSTHKSFAGS6M5GEP36QG4T64,0.8333333333333334,NVAFN332AJMUVGCGC3CVBDWNQQ,0.16666666666666666,NIHSTHKSFAGS6M5GEP36QG4T64,NVAFN332AJMUVGCGC3CVBDWNQQ,False
20,5,QOSB6TNJH6AZSUXHZXGSCF6KGY,0.5555555555555556,NIHSTHKSFAGS6M5GEP36QG4T64,0.4444444444444444,QOSB6TNJH6AZSUXHZXGSCF6KGY,NIHSTHKSFAGS6M5GEP36QG4T64,False
21,5,BNYD3F2FQK3NFXVMAJW4RPJKOA,0.2222222222222222,SZTYHNWXEJSWLLFCUGMIRQJSJM,0.7777777777777778,SZTYHNWXEJSWLLFCUGMIRQJSJM,BNYD3F2FQK3NFXVMAJW4RPJKOA,False
22,5,VFTMFPVMSCHKRTIILW7BM5UIGA,0.7777777777777778,VWB4LBHYWJRAQ2E66SHEWFTCRI,0.2222222222222222,VFTMFPVMSCHKRTIILW7BM5UIGA,VWB4LBHYWJRAQ2E66SHEWFTCRI,False
23,5,VOKZZSOK4ZQXCRZS4X3C6A2UKM,0.2222222222222222,LNRT67BZLFW4H3EUP2TDHOG74M,0.7777777777777778,LNRT67BZLFW4H3EUP2TDHOG74M,VOKZZSOK4ZQXCRZS4X3C6A2UKM,False
24,5,YWVPE4432SD4KI54TYIBYSUY4E,0.4444444444444444,NVAFN332AJMUVGCGC3CVBDWNQQ,0.5555555555555556,NVAFN332AJMUVGCGC3CVBDWNQQ,YWVPE4432SD4KI54TYIBYSUY4E,False
25,6,QOSB6TNJH6AZSUXHZXGSCF6KGY,0.4444444444444444,VWB4LBHYWJRAQ2E66SHEWFTCRI,0.5555555555555556,VWB4LBHYWJRAQ2E66SHEWFTCRI,QOSB6TNJH6AZSUXHZXGSCF6KGY,False
26,6,BNYD3F2FQK3NFXVMAJW4RPJKOA,0.4444444444444444,VOKZZSOK4ZQXCRZS4X3C6A2UKM,0.5555555555555556,VOKZZSOK4ZQXCRZS4X3C6A2UKM,BNYD3F2FQK3NFXVMAJW4RPJKOA,False
27,6,SZTYHNWXEJSWLLFCUGMIRQJSJM,0.5555555555555556,NIHSTHKSFAGS6M5GEP36QG4T64,0.4444444444444444,SZTYHNWXEJSWLLFCUGMIRQJSJM,NIHSTHKSFAGS6M5GEP36QG4T64,False
28,6,VFTMFPVMSCHKRTIILW7BM5UIGA,0.6666666666666666,NVAFN332AJMUVGCGC3CVBDWNQQ,0.3333333333333333,VFTMFPVMSCHKRTIILW7BM5UIGA,NVAFN332AJMUVGCGC3CVBDWNQQ,False
29,6,LNRT67BZLFW4H3EUP2TDHOG74M,0.6111111111111112,YWVPE4432SD4KI54TYIBYSUY4E,0.3888888888888889,LNRT67BZLFW4H3EUP2TDHOG74M,YWVPE4432SD4KI54TYIBYSUY4E,False
30,7,QOSB6TNJH6AZSUXHZXGSCF6KGY,0.6111111111111112,LNRT67BZLFW4H3EUP2TDHOG74M,0.3888888888888889,QOSB6TNJH6AZSUXHZXGSCF6KGY,LNRT67BZLFW4H3EUP2TDHOG74M,False
31,7,BNYD3F2FQK3NFXVMAJW4RPJKOA,0.3333333333333333,NVAFN332AJMUVGCGC3CVBDWNQQ,0.6666666666666666,NVAFN332AJMUVGCGC3CVBDWNQQ,BNYD3F2FQK3NFXVMAJW4RPJKOA,False
32,7,SZTYHNWXEJSWLLFCUGMIRQJSJM,0.5555555555555556,VFTMFPVMSCHKRTIILW7BM5UIGA,0.4444444444444444,SZTYHNWXEJSWLLFCUGMIRQJSJM,VFTMFPVMSCHKRTIILW7BM5UIGA,False
33,7,VOKZZSOK4ZQXCRZS4X3C6A2UKM,0.7777777777777778,YWVPE4432SD4KI54TYIBYSUY4E,0.2222222222222222,VOKZZSOK4ZQXCRZS4X3C6A2UKM,YWVPE4432SD4KI54TYIBYSUY4E,False
